Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AirQuality_Class
3/23/2005,12:00:00,2.0,1169,-200,10.3,987,337,596,143,1285,1184,22.9,29.3,0.8077,3
6/22/2004,21:00:00,1.8,959,-200,9.3,949,104,857,93,1640,949,25.2,36.4,1.1528,3
12/11/2004,22:00:00,2.0,1124,-200,9.0,939,292,737,118,1126,1317,11.2,45.1,0.6004,3
5/21/2004,13:00:00,2.0,1286,-200,13.2,1090,100,750,98,1719,1023,31.7,21.7,0.9966,3
7/2/2004,15:00:00,1.7,1124,-200,11.2,1021,115,745,119,1735,827,38.1,22.6,1.4868,3
1/6/2005,17:00:00,1.9,1173,-200,7.7,885,274,685,134,1288,1038,15.6,54.8,0.966,3
8/6/2004,21:00:00,1.7,1019,-200,9.8,971,103,692,94,1760,1057,25.5,58.0,1.8611,3
1/7/2005,8:00:00,1.7,1102,-200,7.6,884,284,719,99,1218,940,6.0,78.5,0.7377,3
2/24/2005,14:00:00,1.9,1118,-200,7.7,888,290,685,189,1223,962,7.9,69.0,0.7394,3
3/25/2005,23:00:00,2.0,1286,-200,10.1,982,268,550,117,1458,1353,17.7,63.5,1.27,3
8/6/2004,15:00:00,1.9,1051,-200,10.7,1003,102,711,110,1715,909,34.1,33.3,1.7509,3
1/12/2005,7:00:00,1.8,1182,-200,9.3,951,479,634,109,1327,1143,8.8,79.4,0.9033,3
2/8/2005,20:00:00,1.9,-200,-200,-200.0,-200,275,-200,187,-200,-200,-200.0,-200.0,-200.0,3
2/2/2005,5:00:00,2.0,1040,-200,3.6,688,185,846,115,920,1090,3.7,62.9,0.5059,3
8/24/2004,7:00:00,1.6,965,-200,10.0,977,149,725,94,1515,1014,20.6,45.5,1.0925,3
3/14/2005,7:00:00,1.6,1176,-200,7.5,880,318,634,127,1257,1180,9.9,67.6,0.8239,3
2/21/2005,11:00:00,2.0,1156,-200,7.0,859,387,684,210,1196,1069,6.2,77.4,0.7383,3
4/13/2004,11:00:00,1.6,1044,135,8.0,900,137,934,96,1471,919,13.8,47.4,0.7435,3
4/3/2004,0:00:00,1.6,1254,139,9.0,941,98,828,106,1566,1270,17.1,51.8,0.999,3
8/24/2004,16:00:00,2.0,1076,-200,10.4,994,133,723,129,1549,938,38.3,17.9,1.181,3
12/21/2004,12:00:00,1.7,897,-200,6.7,845,322,942,135,943,787,7.8,36.8,0.3908,3
2/8/2005,11:00:00,1.6,1088,-200,6.9,853,277,729,180,996,1122,10.5,33.4,0.4246,3
7/17/2004,20:00:00,2.0,1050,-200,9.6,962,107,810,120,1496,879,31.7,21.6,0.9959,3
7/4/2004,19:00:00,1.6,971,-200,9.1,942,104,900,103,1541,776,32.3,19.7,0.9345,3
10/10/2004,15:00:00,1.8,1155,-200,5.8,804,232,815,81,1510,773,19.4,80.5,1.7917,3
3/22/2004,10:00:00,1.8,1074,-200,6.9,854,115,1032,83,1484,772,17.9,38.4,0.7793,3
5/26/2004,15:00:00,1.6,1014,-200,12.0,1049,120,1200,109,1366,893,31.8,13.5,0.6249,3
3/27/2005,23:00:00,1.9,1160,-200,5.6,794,284,658,120,1356,966,14.6,77.7,1.2834,3
3/6/2005,17:00:00,1.7,973,-200,5.3,778,257,839,167,916,723,11.5,30.1,0.4067,3
10/7/2004,23:00:00,1.7,1162,-200,10.8,1008,183,658,60,1556,1160,20.9,61.3,1.4923,3
8/1/2004,0:00:00,2.0,1104,-200,11.2,1020,106,681,82,1771,1086,26.6,47.5,1.6265,3
6/9/2004,15:00:00,1.8,1076,-200,10.9,1012,113,894,116,1665,816,40.3,16.1,1.1896,3
2/12/2005,7:00:00,1.6,1250,-200,8.8,933,338,620,176,1144,1489,5.2,65.5,0.5836,3
11/29/2004,19:00:00,1.8,1117,-200,7.3,871,182,781,94,1320,986,17.3,57.0,1.1137,3
6/25/2004,13:00:00,1.9,1014,-200,9.8,970,95,826,93,1684,763,34.7,22.6,1.2297,3
9/26/2004,22:00:00,1.9,1010,-200,8.6,925,294,829,115,1351,996,18.0,42.7,0.8745,3
7/2/2004,16:00:00,1.9,1105,-200,10.5,995,162,778,149,1681,821,37.1,23.0,1.4229,3
10/26/2004,1:00:00,1.6,989,-200,8.0,900,231,737,60,1401,968,16.8,74.9,1.4258,3
3/5/2005,17:00:00,2.0,1101,-200,8.4,916,251,721,159,1125,861,11.6,38.7,0.5271,3
7/24/2004,8:00:00,1.7,1143,-200,10.0,979,109,677,79,1829,1156,26.6,50.8,1.7419,3
2/7/2005,11:00:00,1.7,1029,-200,6.5,835,262,771,182,897,1002,10.8,25.2,0.3251,3
4/1/2004,11:00:00,1.6,1094,124,6.8,850,130,970,88,1489,871,19.7,38.4,0.8743,3
3/20/2005,12:00:00,1.6,1083,-200,4.3,727,203,763,130,1135,636,18.6,42.6,0.904,3
4/26/2004,21:00:00,1.6,1017,99,6.7,842,89,1000,101,1441,846,17.3,38.8,0.7596,3
5/7/2004,21:00:00,2.0,1041,-200,8.0,898,130,922,97,1595,891,13.4,65.2,0.9996,3
1/5/2005,0:00:00,1.7,-200,-200,-200.0,-200,266,-200,129,-200,-200,-200.0,-200.0,-200.0,3
5/31/2004,10:00:00,1.6,1111,-200,14.1,1120,161,839,121,1790,1141,25.6,33.3,1.0773,3
3/14/2005,11:00:00,1.6,1101,-200,6.1,817,290,707,141,1157,1024,16.3,43.5,0.7988,3
7/5/2004,23:00:00,1.9,1062,-200,9.6,962,108,776,104,1674,1030,26.2,39.7,1.3249,3
11/24/2004,12:00:00,2.0,1103,-200,8.8,931,427,711,162,1293,1235,15.1,58.3,0.9978,3
9/15/2004,21:00:00,1.9,1074,-200,9.2,946,219,767,93,1635,1079,23.1,62.8,1.7562,3
12/2/2004,1:00:00,1.9,975,-200,5.5,787,223,1812,96,1238,844,11.7,77.8,1.0689,3
4/6/2004,16:00:00,1.9,1143,226,10.3,988,109,849,98,1590,710,18.8,36.8,0.7883,3
12/11/2004,16:00:00,1.8,974,-200,7.8,891,281,857,112,1005,912,17.8,21.0,0.4234,3
12/11/2004,16:00:00,1.8,974,-200,7.8,891,281,857,112,1005,912,17.8,21.0,0.4234,3
7/12/2004,14:00:00,1.6,958,-200,7.4,873,122,868,80,1550,750,24.2,36.9,1.0966,3
4/11/2004,19:00:00,2.0,1063,118,5.7,797,93,1079,93,1285,607,16.4,35.3,0.6532,3
7/12/2004,23:00:00,1.6,898,-200,7.1,863,118,911,101,1493,777,20.9,39.4,0.9596,3
3/7/2005,17:00:00,1.7,973,-200,6.3,827,351,825,176,888,846,9.4,27.3,0.3216,3
11/25/2004,22:00:00,2.0,1128,-200,7.8,889,296,743,110,1160,1212,10.0,61.8,0.7576,3
8/6/2004,21:00:00,1.7,1019,-200,9.8,971,103,692,94,1760,1057,25.5,58.0,1.8611,3
8/13/2004,7:00:00,1.6,1076,-200,8.6,924,101,720,80,1806,909,26.0,61.9,2.0511,3
4/27/2004,23:00:00,2.0,1133,203,10.9,1012,111,806,108,1608,1054,17.9,43.5,0.884,3
4/3/2004,0:00:00,1.6,1254,139,9.0,941,98,828,106,1566,1270,17.1,51.8,0.999,3
2/6/2005,20:00:00,1.8,1002,-200,5.3,780,252,855,179,892,857,5.8,36.4,0.3385,3
7/23/2004,23:00:00,1.8,1169,-200,13.0,1084,116,655,91,1831,1273,28.5,38.4,1.468,3
9/7/2004,16:00:00,1.6,958,-200,9.0,940,-200,820,-200,1380,728,32.4,19.4,0.9279,3
8/11/2004,11:00:00,1.7,1144,-200,8.3,913,89,715,68,1782,972,35.1,38.1,2.1144,3
7/3/2004,9:00:00,1.9,1125,-200,11.1,1016,168,712,124,1725,1256,25.3,40.7,1.2921,3
7/7/2004,1:00:00,1.6,992,-200,9.2,948,106,773,95,1609,1271,26.3,33.7,1.1377,3
5/23/2004,3:00:00,1.9,1199,-200,12.6,1070,-200,671,-200,1873,1189,18.1,61.6,1.2679,3
11/15/2004,11:00:00,1.6,894,-200,6.2,820,288,932,127,1072,820,13.8,36.2,0.569,3
10/1/2004,6:00:00,1.6,1124,-200,9.8,972,279,674,69,1568,1092,18.8,71.8,1.5372,3
9/27/2004,15:00:00,1.8,969,-200,9.6,962,244,829,107,1316,856,23.3,28.3,0.8012,3
1/6/2005,23:00:00,1.7,1145,-200,5.9,806,199,736,112,1207,1120,10.5,72.0,0.912,3
3/27/2004,9:00:00,1.8,1163,128,8.5,919,128,922,84,1530,1076,11.1,50.5,0.6654,3
2/21/2005,12:00:00,1.7,1132,-200,6.6,837,384,694,208,1199,1062,7.7,67.6,0.7133,3
5/16/2004,10:00:00,2.0,1053,-200,9.8,970,138,930,105,1473,991,25.5,21.1,0.677,3
5/22/2004,13:00:00,2.0,1246,-200,12.6,1070,104,770,84,1747,1064,27.9,28.1,1.0394,3
8/8/2004,21:00:00,1.7,1070,-200,8.1,905,88,745,98,1702,846,28.1,50.6,1.8969,3
6/23/2004,14:00:00,1.9,1085,-200,12.7,1075,126,767,110,1786,913,34.4,22.5,1.205,3
5/3/2004,0:00:00,1.6,1031,-200,7.1,861,97,903,94,1534,825,18.0,49.3,1.0086,3
10/10/2004,15:00:00,1.8,1155,-200,5.8,804,232,815,81,1510,773,19.4,80.5,1.7917,3
5/1/2004,15:00:00,1.8,1050,-200,9.2,948,80,928,82,1584,652,26.1,30.3,1.0101,3
7/31/2004,20:00:00,1.8,1080,-200,10.7,1004,90,724,114,1704,899,31.8,34.5,1.5911,3
2/8/2005,21:00:00,1.9,-200,-200,-200.0,-200,293,-200,187,-200,-200,-200.0,-200.0,-200.0,3
8/9/2004,18:00:00,1.7,-200,-200,-200.0,-200,80,-200,86,-200,-200,-200.0,-200.0,-200.0,3
10/31/2004,0:00:00,2.0,1076,-200,7.9,895,270,757,86,1492,939,19.3,70.4,1.5578,3
7/5/2004,14:00:00,1.8,1049,-200,10.4,994,139,813,123,1580,881,39.5,15.6,1.102,3
10/31/2004,15:00:00,1.6,1160,-200,11.6,1036,182,622,62,1727,1023,23.2,63.9,1.7957,3
6/16/2004,12:00:00,1.7,1032,-200,9.0,940,102,862,85,1703,733,30.1,30.9,1.2958,3
5/6/2004,13:00:00,1.8,991,-200,8.9,937,91,874,75,1581,644,15.1,54.5,0.9309,3
9/19/2004,16:00:00,1.8,1045,-200,8.3,910,193,878,106,1385,742,34.6,22.4,1.212,3
8/11/2004,11:00:00,1.7,1144,-200,8.3,913,89,715,68,1782,972,35.1,38.1,2.1144,3
8/24/2004,22:00:00,1.6,1070,-200,6.9,852,97,704,85,1639,867,28.1,48.0,1.7933,3
9/18/2004,20:00:00,2.0,1040,-200,9.2,946,234,827,116,1424,952,24.7,37.1,1.1397,3
9/6/2004,8:00:00,1.9,1096,-200,8.5,921,-200,716,-200,1534,988,24.3,45.4,1.365,3
11/15/2004,13:00:00,1.8,867,-200,6.7,842,300,909,104,1077,737,13.5,34.9,0.5393,3
8/26/2004,9:00:00,1.7,-200,-200,-200.0,-200,104,-200,87,-200,-200,-200.0,-200.0,-200.0,3
3/16/2004,23:00:00,1.7,1201,88,9.1,943,130,935,117,1560,1362,16.7,48.9,0.9226,3
8/26/2004,9:00:00,1.7,-200,-200,-200.0,-200,104,-200,87,-200,-200,-200.0,-200.0,-200.0,3
7/5/2004,16:00:00,1.8,1087,-200,11.1,1018,130,791,132,1624,883,40.1,16.1,1.1699,3
9/18/2004,22:00:00,1.7,1042,-200,9.0,938,210,816,109,1456,1004,22.8,43.4,1.1915,3
4/7/2004,13:00:00,1.8,1109,151,9.1,943,115,883,103,1604,767,18.1,42.2,0.8679,3
5/10/2004,22:00:00,1.7,1025,-200,9.6,963,106,842,95,1621,917,15.8,56.2,1.0033,3
3/14/2004,15:00:00,1.9,1258,99,8.2,906,112,1081,107,1511,900,21.9,29.0,0.7525,3
3/26/2005,13:00:00,1.7,1169,-200,6.6,841,232,623,104,1361,1040,22.3,43.9,1.1695,3
7/4/2004,23:00:00,1.9,1086,-200,9.9,973,121,766,104,1656,1089,25.3,39.2,1.2452,3
7/13/2004,23:00:00,1.9,971,-200,11.0,1014,155,788,111,1585,1115,24.3,31.1,0.9316,3
4/13/2004,12:00:00,1.6,1020,140,7.2,866,116,972,84,1429,791,15.1,42.7,0.7294,3
3/27/2005,23:00:00,1.9,1160,-200,5.6,794,284,658,120,1356,966,14.6,77.7,1.2834,3
8/31/2004,23:00:00,1.8,1063,-200,10.4,991,200,655,104,1672,966,24.4,53.4,1.6031,3
3/20/2004,1:00:00,1.6,1090,-200,5.2,773,86,1105,83,1429,761,13.9,55.9,0.8842,3
3/20/2005,0:00:00,1.9,1200,-200,6.8,847,273,636,151,1297,1132,13.6,63.4,0.9794,3
2/20/2005,1:00:00,1.7,1141,-200,6.1,816,244,745,169,1026,1230,8.5,45.8,0.5108,3
5/22/2004,13:00:00,2.0,1246,-200,12.6,1070,104,770,84,1747,1064,27.9,28.1,1.0394,3
5/19/2004,23:00:00,2.0,1255,-200,9.6,963,126,781,122,1665,1024,18.9,52.2,1.1313,3
12/4/2004,19:00:00,1.9,1077,-200,6.9,852,325,773,108,1302,969,13.1,80.4,1.2038,3
11/6/2004,10:00:00,1.7,1121,-200,10.9,1012,254,650,80,1436,1060,18.4,61.3,1.2854,3
11/21/2004,13:00:00,1.9,1100,-200,11.2,1022,492,752,193,1101,1367,12.2,30.0,0.4245,3
12/8/2004,4:00:00,1.7,1080,-200,7.9,896,212,1075,75,1262,1033,11.6,72.5,0.9916,3
11/29/2004,15:00:00,1.9,1166,-200,10.8,1007,289,775,117,1391,1227,18.4,49.9,1.0453,3
11/10/2004,9:00:00,2.0,1021,-200,9.5,959,332,760,149,1297,910,7.9,73.5,0.7883,3
5/13/2004,11:00:00,1.6,1020,-200,7.2,866,139,907,90,1554,799,17.6,49.7,0.9944,3
1/22/2005,1:00:00,1.6,1395,-200,14.4,1131,811,552,216,1362,1553,7.3,76.7,0.7862,3
3/31/2004,10:00:00,1.7,1197,117,6.5,837,144,957,118,1498,965,11.5,71.0,0.9582,3
1/28/2005,17:00:00,1.9,-200,-200,-200.0,-200,256,-200,164,-200,-200,-200.0,-200.0,-200.0,3
12/25/2004,8:00:00,2.0,1268,-200,8.6,926,281,645,122,1247,1628,9.1,69.6,0.8045,3
8/1/2004,0:00:00,2.0,1104,-200,11.2,1020,106,681,82,1771,1086,26.6,47.5,1.6265,3
9/4/2004,7:00:00,1.7,1088,-200,9.1,945,-200,636,-200,1613,1165,22.0,55.4,1.4436,3
1/21/2005,0:00:00,1.8,1082,-200,5.8,801,211,780,119,1035,1200,8.0,52.2,0.5623,3
7/18/2004,22:00:00,1.6,1147,-200,11.7,1040,123,745,102,1635,1155,29.0,27.0,1.063,3
4/1/2004,15:00:00,1.9,-200,197,-200.0,-200,108,-200,81,-200,-200,-200.0,-200.0,-200.0,3
4/6/2004,16:00:00,1.9,1143,226,10.3,988,109,849,98,1590,710,18.8,36.8,0.7883,3
2/19/2005,23:00:00,1.9,1207,-200,7.7,888,293,664,181,1062,1447,9.3,41.9,0.4927,3
12/20/2004,22:00:00,1.7,762,-200,3.1,657,186,1158,114,783,592,7.3,32.4,0.334,3
4/1/2004,15:00:00,1.9,-200,197,-200.0,-200,108,-200,81,-200,-200,-200.0,-200.0,-200.0,3
3/22/2004,10:00:00,1.8,1074,-200,6.9,854,115,1032,83,1484,772,17.9,38.4,0.7793,3
7/7/2004,15:00:00,1.8,1056,-200,11.3,1024,159,792,121,1555,1068,41.0,11.6,0.8872,3
10/8/2004,0:00:00,1.7,1147,-200,9.6,964,165,668,60,1517,1116,20.6,62.0,1.4827,3
2/22/2005,11:00:00,1.7,1082,-200,6.9,855,286,725,201,1140,1005,9.1,58.4,0.6787,3
4/26/2004,13:00:00,1.6,994,143,6.9,851,95,1018,75,1436,640,20.2,30.7,0.7176,3
6/5/2004,23:00:00,1.7,1008,-200,8.0,900,55,907,67,1681,850,21.6,53.6,1.3674,3
5/19/2004,23:00:00,2.0,1255,-200,9.6,963,126,781,122,1665,1024,18.9,52.2,1.1313,3
6/28/2004,21:00:00,1.8,1079,-200,11.1,1020,89,754,92,1760,1014,29.7,33.9,1.3874,3
7/15/2004,15:00:00,2.0,1039,-200,12.6,1069,138,773,135,1646,880,37.1,17.7,1.094,3
7/5/2004,22:00:00,1.9,1081,-200,11.3,1025,104,738,103,1757,1059,27.3,36.8,1.3207,3
8/9/2004,21:00:00,1.6,1109,-200,9.7,965,59,696,74,1742,1100,28.8,45.9,1.7884,3
8/24/2004,11:00:00,1.6,973,-200,8.3,911,126,800,121,1441,891,32.9,21.8,1.0714,3
8/27/2004,18:00:00,2.0,-200,-200,-200.0,-200,101,-200,107,-200,-200,-200.0,-200.0,-200.0,3
7/17/2004,8:00:00,2.0,1079,-200,10.7,1004,175,713,111,1628,1302,22.8,43.0,1.1731,3
11/28/2004,15:00:00,1.9,1069,-200,6.9,854,252,780,99,1242,999,13.4,61.9,0.9513,3
6/26/2004,19:00:00,1.9,1100,-200,9.2,946,111,827,98,1726,932,30.5,33.9,1.4564,3
8/13/2004,8:00:00,1.6,1086,-200,10.1,981,100,688,86,1818,1007,27.0,57.5,2.0183,3
4/23/2004,21:00:00,1.8,1211,145,10.9,1010,98,816,98,1619,1246,20.5,41.5,0.9864,3
2/8/2005,17:00:00,1.8,-200,-200,-200.0,-200,276,-200,172,-200,-200,-200.0,-200.0,-200.0,3
6/28/2004,23:00:00,2.0,1085,-200,11.7,1039,100,745,96,1790,1092,27.8,38.7,1.4187,3
6/27/2004,23:00:00,1.7,1018,-200,9.3,950,100,830,99,1636,914,28.2,36.6,1.3781,3
1/13/2005,22:00:00,2.0,1126,-200,7.5,880,260,690,107,1202,1177,8.8,71.0,0.8089,3
6/19/2004,22:00:00,1.7,-200,-200,-200.0,-200,82,-200,95,-200,-200,-200.0,-200.0,-200.0,3
1/31/2005,8:00:00,1.8,1049,-200,7.1,863,350,826,198,923,979,3.7,33.9,0.2732,3
7/31/2004,14:00:00,1.6,970,-200,7.4,873,88,859,114,1423,606,38.1,22.0,1.4402,3
1/22/2005,10:00:00,1.6,1496,-200,18.5,1254,643,484,217,1472,1881,9.2,67.7,0.79,3
2/1/2005,7:00:00,1.6,1147,-200,7.7,886,417,702,149,1056,1381,2.2,65.3,0.473,3
12/15/2004,23:00:00,1.7,-200,-200,-200.0,-200,242,-200,96,-200,-200,-200.0,-200.0,-200.0,3
5/2/2004,3:00:00,1.6,1000,-200,6.6,838,-200,910,-200,1580,942,14.8,67.6,1.1352,3
5/16/2004,21:00:00,1.6,1093,-200,7.0,858,96,975,95,1495,816,22.9,37.0,1.0197,3
7/2/2004,12:00:00,1.8,1160,-200,11.7,1040,122,720,108,1810,961,35.6,27.2,1.5557,3
4/10/2004,17:00:00,1.7,1007,144,7.4,875,103,1027,104,1357,620,21.1,24.5,0.604,3
5/7/2004,21:00:00,2.0,1041,-200,8.0,898,130,922,97,1595,891,13.4,65.2,0.9996,3
11/25/2004,13:00:00,2.0,1104,-200,11.4,1028,279,696,109,1263,1227,15.4,43.0,0.7483,3
7/1/2004,11:00:00,2.0,1141,-200,10.5,996,179,767,125,1805,994,34.2,31.8,1.6837,3
4/26/2004,21:00:00,1.6,1017,99,6.7,842,89,1000,101,1441,846,17.3,38.8,0.7596,3
9/29/2004,7:00:00,2.0,1100,-200,13.4,1097,277,739,94,1516,1106,14.9,59.2,0.9985,3
11/26/2004,7:00:00,1.7,1118,-200,8.4,915,393,731,95,1289,1059,9.3,76.9,0.9007,3
7/1/2004,16:00:00,1.8,1078,-200,10.9,1009,120,767,127,1730,787,37.8,22.7,1.4653,3
11/30/2004,13:00:00,1.9,1071,-200,9.4,955,232,940,103,1311,977,14.9,59.9,1.0063,3
5/1/2004,2:00:00,1.6,1047,-200,6.5,833,85,939,71,1647,1081,16.5,70.2,1.3099,3
6/26/2004,20:00:00,1.8,1079,-200,8.2,909,107,861,99,1686,928,29.2,37.8,1.5098,3
1/6/2005,1:00:00,1.7,1064,-200,5.4,785,210,769,116,1184,946,12.3,64.6,0.9229,3
8/16/2004,10:00:00,2.0,979,-200,10.6,999,148,796,110,1515,1027,33.4,20.1,1.0142,3
8/16/2004,8:00:00,1.6,973,-200,10.9,1010,102,722,65,1616,1014,23.6,40.8,1.1746,3
12/1/2004,22:00:00,1.8,1040,-200,7.1,859,280,1705,107,1293,889,11.1,84.3,1.1137,3
6/5/2004,9:00:00,1.6,990,-200,7.6,881,133,985,81,1685,874,22.4,47.9,1.2817,3
1/18/2005,0:00:00,1.6,1039,-200,6.7,845,300,775,142,993,1268,3.4,60.9,0.4809,3
5/6/2004,13:00:00,1.8,991,-200,8.9,937,91,874,75,1581,644,15.1,54.5,0.9309,3
8/7/2004,18:00:00,1.6,1008,-200,8.4,915,71,783,95,1643,672,34.9,33.4,1.8384,3
12/21/2004,12:00:00,1.7,897,-200,6.7,845,322,942,135,943,787,7.8,36.8,0.3908,3
4/11/2004,19:00:00,2.0,1063,118,5.7,797,93,1079,93,1285,607,16.4,35.3,0.6532,3
2/7/2005,17:00:00,1.7,1022,-200,6.9,854,285,771,187,941,926,10.5,27.8,0.3525,3
12/4/2004,22:00:00,2.0,1088,-200,6.9,851,349,766,109,1307,959,14.0,75.9,1.2064,3
7/9/2004,21:00:00,1.7,1036,-200,10.2,986,113,776,112,1614,868,24.8,36.8,1.1357,3
10/24/2004,16:00:00,2.0,1189,-200,9.7,965,239,670,87,1533,1060,26.5,44.9,1.5278,3
4/10/2004,2:00:00,1.7,1074,102,6.4,832,101,951,75,1507,980,11.4,69.8,0.939,3
1/5/2005,5:00:00,1.7,1187,-200,6.8,850,242,653,109,1169,1383,7.6,72.7,0.7598,3
4/11/2004,10:00:00,1.6,1053,94,6.2,823,87,1040,77,1386,810,17.4,35.4,0.699,3
3/21/2004,16:00:00,1.9,1208,-200,6.9,853,98,1060,89,1506,647,20.3,38.0,0.8942,3
8/9/2004,18:00:00,1.7,-200,-200,-200.0,-200,80,-200,86,-200,-200,-200.0,-200.0,-200.0,3
11/30/2004,12:00:00,2.0,1120,-200,8.8,932,238,897,105,1301,1039,14.6,65.9,1.088,3
1/21/2005,19:00:00,1.6,1489,-200,20.3,1305,617,476,194,1547,1919,12.0,56.5,0.7924,3
4/26/2004,21:00:00,1.6,1017,99,6.7,842,89,1000,101,1441,846,17.3,38.8,0.7596,3
2/16/2005,15:00:00,1.6,1007,-200,5.7,798,253,793,155,942,867,9.3,34.6,0.405,3
10/1/2004,6:00:00,1.6,1124,-200,9.8,972,279,674,69,1568,1092,18.8,71.8,1.5372,3
6/14/2004,8:00:00,1.8,993,-200,8.7,927,151,886,96,1665,842,21.5,44.5,1.129,3
5/21/2004,13:00:00,2.0,1286,-200,13.2,1090,100,750,98,1719,1023,31.7,21.7,0.9966,3
9/27/2004,12:00:00,1.6,917,-200,8.3,910,252,886,95,1275,744,21.9,30.7,0.7961,3
10/7/2004,23:00:00,1.7,1162,-200,10.8,1008,183,658,60,1556,1160,20.9,61.3,1.4923,3
5/21/2004,11:00:00,1.8,1203,-200,11.2,1023,137,825,117,1622,1132,28.5,23.8,0.915,3
5/14/2004,11:00:00,1.9,987,-200,10.0,979,130,923,101,1515,962,25.5,25.6,0.8218,3
5/28/2004,16:00:00,1.7,1039,-200,12.2,1055,131,966,117,1590,845,28.0,23.2,0.8613,3
9/7/2004,16:00:00,1.6,958,-200,9.0,940,-200,820,-200,1380,728,32.4,19.4,0.9279,3
10/7/2004,22:00:00,1.7,1182,-200,11.0,1016,209,658,73,1572,1210,21.8,58.2,1.5036,3
5/20/2004,14:00:00,1.9,1196,-200,12.3,1061,116,791,120,1649,899,31.1,22.3,0.9888,3
8/23/2004,11:00:00,1.6,937,-200,8.2,908,86,822,83,1466,826,32.9,24.9,1.2269,3
12/27/2004,8:00:00,1.9,1205,-200,9.1,943,368,688,133,1361,1052,11.5,68.7,0.9302,3
11/26/2004,7:00:00,1.7,1118,-200,8.4,915,393,731,95,1289,1059,9.3,76.9,0.9007,3
8/24/2004,12:00:00,1.6,964,-200,9.5,959,96,787,115,1438,731,35.0,17.9,0.99,3
5/16/2004,10:00:00,2.0,1053,-200,9.8,970,138,930,105,1473,991,25.5,21.1,0.677,3
7/31/2004,14:00:00,1.6,970,-200,7.4,873,88,859,114,1423,606,38.1,22.0,1.4402,3
7/15/2004,15:00:00,2.0,1039,-200,12.6,1069,138,773,135,1646,880,37.1,17.7,1.094,3
6/7/2004,22:00:00,1.8,979,-200,8.9,937,94,919,101,1683,858,23.3,44.5,1.2566,3
4/1/2004,22:00:00,2.0,1186,188,9.9,976,127,844,113,1570,1200,15.8,48.0,0.8569,3
3/3/2005,11:00:00,2.0,1165,-200,6.9,852,438,692,177,1155,1197,3.6,75.9,0.6055,3
7/25/2004,19:00:00,1.6,1048,-200,6.3,826,89,853,90,1637,747,28.8,41.3,1.6164,3
6/6/2004,20:00:00,1.6,904,-200,7.6,882,127,1048,94,1549,744,22.5,37.8,1.0157,3
7/12/2004,16:00:00,1.6,942,-200,8.3,912,144,842,106,1551,814,24.8,33.1,1.0222,3
10/29/2004,21:00:00,1.8,1038,-200,7.0,856,284,801,116,1415,905,17.3,76.3,1.4919,3
8/12/2004,9:00:00,1.9,1126,-200,9.5,957,122,694,71,1841,1034,29.4,53.1,2.1362,3
10/31/2004,15:00:00,1.6,1160,-200,11.6,1036,182,622,62,1727,1023,23.2,63.9,1.7957,3
3/15/2004,1:00:00,1.8,1239,73,6.9,853,106,1010,93,1543,1174,14.0,57.0,0.9094,3
3/17/2004,7:00:00,1.6,1173,84,7.5,878,160,1038,84,1556,1052,9.9,65.2,0.7956,3
7/9/2004,13:00:00,1.7,1008,-200,9.6,962,145,845,129,1545,742,34.4,19.3,1.0325,3
2/26/2005,4:00:00,1.7,1037,-200,5.2,771,233,784,122,1004,1029,2.3,75.1,0.5514,3
4/8/2004,16:00:00,1.9,1085,209,10.7,1004,106,888,95,1454,816,21.0,25.4,0.6264,3
3/27/2005,21:00:00,1.9,1172,-200,6.0,810,237,637,115,1376,964,14.1,81.4,1.3046,3
3/23/2005,13:00:00,1.9,1187,-200,11.0,1014,272,578,133,1315,1131,24.2,26.5,0.7869,3
4/16/2004,6:00:00,2.0,1242,179,10.0,978,180,778,87,1686,1184,11.7,75.3,1.0325,3
6/28/2004,13:00:00,1.9,1081,-200,12.1,1053,108,770,106,1773,883,39.6,19.0,1.3447,3
4/13/2004,12:00:00,1.6,1020,140,7.2,866,116,972,84,1429,791,15.1,42.7,0.7294,3
8/12/2004,9:00:00,1.9,1126,-200,9.5,957,122,694,71,1841,1034,29.4,53.1,2.1362,3
7/18/2004,22:00:00,1.6,1147,-200,11.7,1040,123,745,102,1635,1155,29.0,27.0,1.063,3
3/21/2005,13:00:00,1.8,1160,-200,7.1,862,259,636,127,1320,924,21.6,39.6,1.009,3
1/3/2005,7:00:00,1.8,-200,-200,-200.0,-200,366,-200,121,-200,-200,-200.0,-200.0,-200.0,3
8/2/2004,7:00:00,1.9,1193,-200,13.0,1085,146,610,110,1947,1097,25.7,58.9,1.9156,3
2/20/2005,1:00:00,1.7,1141,-200,6.1,816,244,745,169,1026,1230,8.5,45.8,0.5108,3
6/14/2004,8:00:00,1.8,993,-200,8.7,927,151,886,96,1665,842,21.5,44.5,1.129,3
5/19/2004,22:00:00,1.7,1238,-200,9.0,940,95,815,103,1622,877,19.7,47.1,1.0666,3
1/14/2005,1:00:00,1.8,1090,-200,6.4,830,224,744,98,1125,1056,7.1,73.9,0.7515,3
3/8/2005,13:00:00,1.8,964,-200,8.1,902,292,780,162,882,855,14.0,16.8,0.2672,3
